ingredients_string,name,url
"1 cup light beer or dry white wine 4 skinless, boneless chicken breast halves salt and black pepper to taste 1 teaspoon dried oregano, or to taste",Baked Chicken And Brie,https://www.allrecipes.com/recipe/88548/baked-chicken-and-brie/
"1/2 cup whole wheat flour 2 egg whites 1/2 cup skim milk 1 pinch salt 1 tablespoon vegetable oil 1/2 cup mixed frozen berries, thawed and drained",Egg White Crepes,https://www.allrecipes.com/recipe/141970/egg-white-crepes/
"2 1/4 cups white sugar 2 tablespoons all-purpose flour 6 eggs 1 cup buttermilk 1/2 cup margarine, melted 1 cup flaked coconut 1 cup chopped pecans",French Coconut Pie,https://www.allrecipes.com/recipe/20467/french-coconut-pie/
"1/2 pound lean ground beef 1/2 pound ground pork 1 small onion, finely chopped 1 clove garlic, minced 3/4 cup water 1 stalk celery, finely chopped 1 carrot, finely chopped 3 cubes chicken bouillon 1 bay leaf 1 baking potato, finely chopped 1/4 teaspoon ground black pepper 1/4 teaspoon ground cinnamon 1/8 teaspoon ground cloves 1/8 teaspoon ground nutmeg 1 (9 inch) unbaked deep dish pie crust 1 egg yolk",Tourtiere Meat Pie,https://www.allrecipes.com/recipe/23088/tourtiere-meat-pie/
"2 pounds russet potatoes 2 tablespoons olive oil 4 onions, thinly sliced 2 tablespoons chopped garlic 1/2 cup butter salt to taste ground white pepper, to taste",Lyonnaise Potatoes,https://www.allrecipes.com/recipe/19843/lyonnaise-potatoes/
"1/2 cup butter 8 onions, sliced 2 cloves garlic, crushed 1/2 teaspoon salt, or to taste 1/2 teaspoon ground black pepper, or to taste 1 teaspoon dried thyme 1 cup red wine 1 tablespoon sherry 2 tablespoons all-purpose flour 2 quarts beef broth 1 French baguette, cut into 1/2-inch thick slices olive oil, or as needed 6 slices Swiss cheese",Restaurant Style French Onion Soup,https://www.allrecipes.com/recipe/228857/restaurant-style-french-onion-soup/
"6 bone-in chicken breast halves, with skin 1 (10.75 ounce) can condensed cream of mushroom soup 1 (4.5 ounce) can mushrooms, with liquid 1 cup sour cream 1/2 cup cooking sherry",Poulet Parisienne,https://www.allrecipes.com/recipe/17118/poulet-parisienne/
"4 cups cornflake crumbs 1 cup grated Parmesan cheese 1/4 cup butter, melted 10 cooked skinless, boneless chicken breast halves - cut into strips salt and ground black pepper to taste 6 cups shredded Swiss cheese 1 pound cooked ham, diced 1/2 pound sliced fresh mushrooms 1 bunch green onions, sliced 1 (10.75 ounce) can condensed cream of chicken soup 1 cup sour cream",Hollys Chicken Cordon Bleu Casserole,https://www.allrecipes.com/recipe/216026/hollys-chicken-cordon-bleu-casserole/
"1 tablespoon olive oil 2 (8 ounce) (1 inch thick) filet mignon steaks 1/2 teaspoon sea salt 1/4 teaspoon ground black pepper 1 tablespoon butter 1 large shallot, chopped 12 ounces sliced fresh white mushrooms 1 cup Cabernet Sauvignon or other dry red wine 1/2 cup beef broth 1 1/2 teaspoons chopped fresh thyme 1 teaspoon cornstarch",Filet Mignon With Mushroom Cabernet Gravy,https://www.allrecipes.com/recipe/213510/filet-mignon-with-mushroom-cabernet-gravy/
"1/4 cup butter, softened 1 cup white sugar 1 egg 1/4 teaspoon salt 1 teaspoon ground cinnamon 1 teaspoon ground nutmeg 1 teaspoon baking soda 1 cup all-purpose flour 1/2 cup chopped walnuts 2 1/2 cups diced apple without peel 1 teaspoon vanilla extract 2 tablespoons hot water 3 ounces cream cheese, softened 3 tablespoons unsalted butter, softened 1/2 teaspoon vanilla extract",French Apple Pie With Cream Cheese Topping,https://www.allrecipes.com/recipe/12549/french-apple-pie-with-cream-cheese-topping/
1/4 teaspoon softened butter 2 teaspoons heavy cream 2 eggs salt and pepper to taste 1 teaspoon minced fresh chives,Shirred Eggs,https://www.allrecipes.com/recipe/140333/shirred-eggs/
"1 (17.25 ounce) package frozen puff pastry, thawed 6 tablespoons chocolate hazelnut spread 3 tablespoons all fruit raspberry jam 1 egg, beaten",Raspberry Pain Au Chocolat Raspberry Chocolate Croissants,https://www.allrecipes.com/recipe/84393/raspberry-pain-au-chocolat-raspberry-chocolate-croissants/
1/2 cup soy milk 1/2 cup water 1/4 cup melted soy margarine 1 tablespoon turbinado sugar 2 tablespoons maple syrup 1 cup unbleached all-purpose flour,Vegan Crepes,https://www.allrecipes.com/recipe/15417/vegan-crepes/
"3 tablespoons olive oil 6 skinless chicken thighs 2 cloves garlic, crushed 1 tablespoon Italian seasoning 3 medium tomatoes, sliced 4 portobello mushrooms, sliced 1 pinch salt (optional) 1 teaspoon freshly ground black pepper 1 sweet onion, chopped 1/3 cup Burgundy wine 1 cup heavy cream 1/4 cup shredded Gruyere cheese",Coq Au Vin My Way,https://www.allrecipes.com/recipe/72550/coq-au-vin-my-way/
"1 cup chocolate hazelnut spread 4 crepes 4 bananas, sliced",Chocolate Hazelnut Fruit Crepes,https://www.allrecipes.com/recipe/85808/chocolate-hazelnut-fruit-crepes/
"1 (.25 ounce) package active dry yeast 2 cups bread flour 1 teaspoon salt 1 teaspoon white sugar 1 teaspoon butter, softened 17 tablespoons warm water 1 tablespoon dried rosemary, crushed",Rosemary French Bread,https://www.allrecipes.com/recipe/23042/rosemary-french-bread/
"1 tablespoon butter 1 tablespoon olive oil 4 large onion, thinly sliced 1 tablespoon all-purpose flour 2 (14 ounce) cans beef broth 1/2 cup white wine 1 1/2 cups water 2 bay leaves 6 slices French bread",French Onion Soup Viii,https://www.allrecipes.com/recipe/25747/french-onion-soup-viii/
"6 cups tart apples - peeled, cored and sliced 1 1/4 teaspoons ground cinnamon 1/4 teaspoon ground nutmeg 1 cup white sugar 3/4 cup milk 1/2 cup biscuit mix (e.g. Bisquick) 2 eggs 2 tablespoons butter 1 cup biscuit mix (e.g. Bisquick) 1/2 cup chopped walnuts 1/3 cup light brown sugar",Impossible French Apple Pie,https://www.allrecipes.com/recipe/18431/impossible-french-apple-pie/
For the Poolish: 1/2 teaspoon instant yeast 1/2 cup warm water (110 degrees F/45 degrees C) 3/4 cup whole wheat flour For the Dough: 2 1/2 cups warm water 1/2 teaspoon instant yeast 6 cups unbleached bread flour 1 tablespoon kosher salt,Pain De Campagne Country French Bread,https://www.allrecipes.com/recipe/212891/pain-de-campagne-country-french-bread/
"parchment paper 1 teaspoon olive oil, or more if needed 6 small potatoes 10 spears asparagus 2 (8 ounce) skinless, boneless, center-cut salmon fillets salt and ground black pepper to taste",Chef Johns Salmon In Parchment,https://www.allrecipes.com/recipe/223154/chef-johns-salmon-in-parchment/
"1 cup beef broth 3 tablespoons all-purpose flour 1 tablespoon tomato paste 1 teaspoon beef demi glace 3 tablespoons bacon drippings 2 pounds beef round, cut into 3 inch pieces 3 tablespoons sherry wine 1 1/2 cups chopped onions 1 cup Burgundy wine Herb Bouquet (Bouquet Garni) 3 sprigs fresh parsley 3 sprigs fresh rosemary 1 sprig fresh thyme 1 bay leaf 12 fresh mushrooms, sliced 1/4 cup butter",Beef Burgundy Style,https://www.allrecipes.com/recipe/45574/beef-burgundy-style/
"4 eggs 1 teaspoon ground cinnamon 1 teaspoon ground nutmeg 1 teaspoon ground ginger 1 teaspoon ground cloves 15 slices whole wheat bread 1 cup butter, divided",Uncle Jesses French Toast,https://www.allrecipes.com/recipe/84454/uncle-jesses-french-toast/
1 (14 ounce) round Brie cheese 1 (10 ounce) can refrigerated crescent roll dough 1 1/2 cups honey,Honey Brie Spread,https://www.allrecipes.com/recipe/70533/honey-brie-spread/
"1/3 cup warm water (110 degrees F/45 degrees C) 3 eggs 2 egg yolks 3/4 cup butter, softened 3 1/3 cups all-purpose flour 1/4 cup white sugar 1/2 teaspoon active dry yeast 1 egg white",French Brioche,https://www.allrecipes.com/recipe/7149/french-brioche/
3 egg whites 6 tablespoons superfine (castor) sugar 1 cup finely ground almonds 1 1/2 teaspoons finely ground almonds,French Macaroons,https://www.allrecipes.com/recipe/223233/french-macaroons/
"cooking spray 1 pound skinless steelhead trout fillets 1/4 cup dry white wine 2 1/2 tablespoons Dijon mustard 2 cloves garlic, pressed 1 tablespoon lemon juice 1 teaspoon dried dill weed",Steelhead Trout Bake With Dijon Mustard,https://www.allrecipes.com/recipe/228041/steelhead-trout-bake-with-dijon-mustard/
1/2 cup semi-sweet chocolate chips 2 cups heavy cream 1/4 cup white sugar 1 pinch salt 2 teaspoons vanilla extract 5 egg yolks,Calis Sinful Creme Brulee,https://www.allrecipes.com/recipe/83905/calis-sinful-creme-brulee/
"1/2 cup butter 5 pounds onions, thinly sliced 1 1/2 teaspoons ground black pepper 2 teaspoons salt 2 tablespoons paprika 1 bay leaf 1/4 cup all-purpose flour 3 quarts beef broth 1 cup white wine (optional) 1 dash browning sauce 1 loaf French bread, cut into 1 inch slices",Department Store Onion Soup,https://www.allrecipes.com/recipe/50715/department-store-onion-soup/
"6 skinless, boneless chicken breast halves 1/4 cup white wine salt and pepper to taste 1 (8 ounce) package pasta, your choice of shape 1 large white onion, chopped 1 tablespoon chopped garlic 2 (8 ounce) packages sliced fresh mushrooms 2 cups creme fraiche 1/2 cup grated Parmesan cheese for topping",Creme Fraiche Chicken,https://www.allrecipes.com/recipe/9006/creme-fraiche-chicken/
"4 skinless, boneless chicken breast halves - pounded to 1/4 inch thickness garlic salt to taste ground black pepper to taste 1/2 pound thinly sliced ham 4 slices Swiss cheese 8 slices bacon",Chicken A La Good,https://www.allrecipes.com/recipe/28005/chicken-a-la-good/
"1 tablespoon Dijon mustard 2 tablespoons mayonnaise 4 tablespoons butter or margarine, softened 6 slices white bread 6 slices Swiss cheese 12 slices thinly sliced deli ham 4 tablespoons all-purpose flour 1/2 teaspoon baking powder 1/4 teaspoon salt 2 eggs 1/4 cup water",Croque Monsieur,https://www.allrecipes.com/recipe/49195/croque-monsieur/
"2/3 cup all-purpose flour 1/2 teaspoon baking powder 1/2 teaspoon salt 5 eggs 3/4 cup white sugar 2 (1 ounce) squares unsweetened chocolate 2 tablespoons water 2 tablespoons coffee-flavored liqueur 2 tablespoons white sugar 1/4 teaspoon baking soda confectioners' sugar for dusting 4 (1 ounce) squares semisweet baking chocolate 1 (8 ounce) package cream cheese, softened 3 cups confectioners' sugar 1/2 teaspoon vanilla extract",Chocolate Decadence Yule Log,https://www.allrecipes.com/recipe/15704/chocolate-decadence-yule-log/
"1 clove garlic, chopped 1 3/4 cups whole, pitted kalamata olives 1 (2 ounce) can anchovy fillets, rinsed 2 tablespoons capers 1 teaspoon chopped fresh thyme 1 teaspoon chopped fresh rosemary 3 tablespoons lemon juice",Tapenade,https://www.allrecipes.com/recipe/14849/tapenade/
"1 quart vegetable oil for frying 1 (10.25 ounce) can beef gravy 5 medium potatoes, cut into fries",Real Poutine,https://www.allrecipes.com/recipe/79300/real-poutine/
"2 1/2 pounds lean ground pork 1/4 teaspoon ground cloves 1/4 teaspoon ground cinnamon 1 large onion, chopped 1 teaspoon salt 1 stalk celery, chopped 1 bay leaf 3 cups water 4 baking potatoes, peeled and cubed",Tourtiere French Pork Pie,https://www.allrecipes.com/recipe/93330/tourtiere-french-pork-pie/
"1 stick butter, softened 1 (8 ounce) package cream cheese, softened 2 tablespoons grated Parmesan cheese 2 cloves garlic, minced 1 1/2 teaspoons dried oregano 1 teaspoon dried parsley 1/4 teaspoon dried thyme 1/4 teaspoon dried dill weed 1/4 teaspoon dried basil",Garlic And Herb Cream Cheese,https://www.allrecipes.com/recipe/145437/garlic-and-herb-cream-cheese/
"2 (9 inch) pie crusts, baked 10 slices bacon 8 ounces Gruyere cheese, shredded 1 small head fresh broccoli, diced 4 green onions 2 roma (plum) tomatoes, chopped 5 eggs, beaten 2 cups half-and-half 1/8 teaspoon ground nutmeg 1 pinch cayenne pepper",Garbage Quiche,https://www.allrecipes.com/recipe/17514/garbage-quiche/
"2 tablespoons minced garlic 1 onion, sliced into thin rings 1 1/2 tablespoons butter 3 (10.5 ounce) cans condensed chicken broth 2 (10.5 ounce) cans condensed beef broth 1 teaspoon ground black pepper 1 (1 ounce) package au jus gravy mix 2 cups croutons",Quickie French Onion Soup,https://www.allrecipes.com/recipe/13230/quickie-french-onion-soup/
"4 cloves garlic, minced 2 egg yolks 1 cup extra virgin olive oil 2 teaspoons lemon juice salt to taste",Aioli,https://www.allrecipes.com/recipe/12790/aioli/
"1 tablespoon olive oil 6 slices turkey bacon 1 large onion, finely chopped 4 boneless, skinless chicken thighs, chopped 1/4 pound fully-cooked smoked sausage, diced 3 cloves garlic, minced 1 teaspoon dried thyme leaves 2 bay leaves 1/2 teaspoon ground black pepper 1/4 cup tomato paste 3 (15 ounce) cans great Northern beans, drained and rinsed 1 (14.5 ounce) can diced tomatoes, drained",Easy And Delicious Slow Cooker Cassoulet,https://www.allrecipes.com/recipe/223505/easy-and-delicious-slow-cooker-cassoulet/
"1 (2 1/2 pound) boneless beef chuck roast, cut into 2-inch cubes salt and freshly ground black pepper to taste 2 tablespoons vegetable oil 1 onion, chopped 1 tablespoon butter 2 tablespoons flour 2 cups Merlot wine 2 cups beef broth 2 carrots, cut into 1-inch pieces 2 stalks celery, cut into 1/2-inch pieces 4 sprigs fresh thyme",Beef Bourguignon Without The Burgundy,https://www.allrecipes.com/recipe/236700/beef-bourguignon-without-the-burgundy/
"1/2 pound new potatoes, quartered 1/4 cup chopped fresh parsley 1/4 cup pitted nicoise olives 1/2 onion, thinly sliced 1 (5 ounce) can tuna 1/3 pound fresh green beans - rinsed, trimmed and blanched 1/2 pound mixed salad greens 1 cup lemon vinaigrette 3 hard-cooked eggs, quartered 3 roma (plum) tomatoes, thinly sliced 1 tablespoon capers",Salad Nicoise,https://www.allrecipes.com/recipe/14239/salad-nicoise/
"1 tablespoon butter 1 1/2 pounds pork tenderloin 1 medium onion, thinly sliced 1 large sweet apple - peeled, cored and thinly sliced 1 tablespoon all-purpose flour 5 ounces chicken stock 1/3 (12 fluid ounce) bottle hard apple cider salt and pepper to taste",Pork Normandy,https://www.allrecipes.com/recipe/88234/pork-normandy/
"2 tablespoons butter, divided 1/4 cup plain dried bread crumbs 2 cups 2% milk 8 ounces salmon fillets, skin removed 1/3 cup chopped onion 1/2 bunch Swiss chard, chopped 1/2 teaspoon salt 1/8 teaspoon ground black pepper 1/2 teaspoon dried marjoram 1/8 teaspoon ground nutmeg",Salmon And Swiss Chard Quiche,https://www.allrecipes.com/recipe/103877/salmon-and-swiss-chard-quiche/
"1 (28 ounce) can diced tomatoes, undrained 2 zucchini, scrubbed and cut into 1/2-inch cubes 2 yellow squash, scrubbed and cut into 1/2-inch cubes 1 eggplant, scrubbed and cut into 1/2-inch cubes 1 onion, finely diced 1 teaspoon salt, or to taste 1/2 teaspoon Italian seasoning, or to taste 1 pinch garlic powder, or to taste 1 pinch ground black pepper, or to taste 1 teaspoon tomato paste (optional)",Back Burner Ratatouille,https://www.allrecipes.com/recipe/222005/back-burner-ratatouille/
"1/4 teaspoon rapid rise yeast 1 1/2 cups water at room temperature 1 3/4 teaspoons salt 4 cups all-purpose flour, or as needed",How To Make French Baguettes,https://www.allrecipes.com/recipe/235275/how-to-make-french-baguettes/
"2 tablespoons olive oil 1 onion 2 carrots, peeled and diced 1 pound dry navy beans, soaked overnight 4 cups mushroom broth 1 cube vegetable bouillon 1 bay leaf 4 sprigs fresh parsley 1 sprig fresh rosemary 1 sprig fresh lemon thyme, chopped 1 sprig fresh savory",Vegetarian Cassoulet,https://www.allrecipes.com/recipe/76297/vegetarian-cassoulet/
"5 fresh tomatoes 5 shallots, coarsely chopped 1/2 cup olive oil 1/4 cup balsamic vinegar",Mediterranean Summer Tomatoes,https://www.allrecipes.com/recipe/47078/mediterranean-summer-tomatoes/
"1/3 cup butter 10 onions, peeled and thinly sliced 2 cloves garlic, crushed 1 (12 fluid ounce) can or bottle beer 1 quart beef broth 1/2 teaspoon dry mustard 1 teaspoon dried thyme 1/4 teaspoon ground black pepper 1 bay leaf 6 slices French bread, toasted",French Onion Soup Xi,https://www.allrecipes.com/recipe/25751/french-onion-soup-xi/
"2 tablespoons butter, softened 3 tablespoons all-purpose flour 1 tablespoon mustard powder 3 cups cubed fully cooked ham 8 ounces Cheddar cheese, cubed 3 cups cubed day old French bread 4 eggs, beaten 3 cups milk 1 dash hot pepper sauce 3 tablespoons butter, melted",French Ham Cheese And Egg Fondue Casserole,https://www.allrecipes.com/recipe/133033/french-ham-cheese-and-egg-fondue-casserole/
"1/2 cup extra virgin olive oil 1/2 cup herbes de Provence 4 cloves garlic, minced 3 pounds pork tenderloin 1/2 cup dried porcini mushrooms 1 cup boiling water 1/2 cup cognac 1 lemon, juiced 3 shallot, thinly sliced 1/2 cup heavy cream 1/4 cup unsalted butter, chilled and cut into small cubes 2 tablespoons honey",Porcini Pork Tenderloin,https://www.allrecipes.com/recipe/42259/porcini-pork-tenderloin/
1/2 teaspoon active dry yeast 1 cup warm water 1 1/2 cups bread flour 2 teaspoons active dry yeast 2 cups warm water 1 cup whole wheat flour 3 cups bread flour,French Country Bread,https://www.allrecipes.com/recipe/17135/french-country-bread/
"1 1/2 cups all-purpose flour 1 cup white sugar 1/4 cup unsweetened cocoa powder 1/4 teaspoon salt 1 cup hot, brewed coffee 1/3 cup vegetable oil 1 tablespoon vanilla extract 1 egg 16 (1 ounce) squares semisweet chocolate 1/2 cup unsalted butter 1/4 teaspoon salt 2 teaspoons vanilla extract 8 egg yolks 8 egg whites 4 tablespoons white sugar 1 1/2 cups heavy whipping cream 4 (1 ounce) squares semisweet chocolate 1/4 cup heavy whipping cream",Chocolate Mousse Cake Ii,https://www.allrecipes.com/recipe/8451/chocolate-mousse-cake-ii/
"1 cup dry sherry 4 onions, thinly sliced 9 cloves garlic, minced 1 tablespoon whole wheat flour 4 cups vegetable broth 1/2 teaspoon ground black pepper salt to taste",French Onion Soup With Browned Garlic,https://www.allrecipes.com/recipe/12937/french-onion-soup-with-browned-garlic/
"1/2 cup white sugar 10 (1 ounce) squares semi-sweet chocolate 3/4 cup unsalted butter, cubed 2 teaspoons vanilla extract 5 eggs, separated 1/4 cup sifted all-purpose flour 1 dash cream of tartar salt to taste",French Chocolate Cake,https://www.allrecipes.com/recipe/8098/french-chocolate-cake/
"3 tablespoons butter 3/4 cup white sugar 3 large Granny Smith apples - peeled, cored, and quartered 1 tablespoon all-purpose flour",Apple Tarte Tatin,https://www.allrecipes.com/recipe/230610/apple-tarte-tatin/
"1/4 cup unsalted butter 3 large yellow onions, coarsely chopped 1 teaspoon kosher salt 2 sprigs fresh thyme 1 bay leaf 1/4 cup dry sherry 1 tablespoon sherry vinegar freshly ground black pepper to taste 3 cups beef broth 2 cups chicken broth 1 cup water 6 (1/4 inch thick) slices French baguette, toasted",Easy French Onion Soup For Guests,https://www.allrecipes.com/recipe/219169/easy-french-onion-soup-for-guests/
"2 teaspoons olive oil 1 teaspoon butter 2 1/2 tablespoons balsamic vinegar 2 teaspoons Dijon mustard 3 large cloves garlic, chopped 4 (4 ounce) skinless, boneless chicken breast halves, pounded flat 1/3 cup chicken stock 1 large shallot, chopped 2 cups cremini mushrooms, chopped 1/3 cup chicken stock 1/4 teaspoon herbes de Provence, crumbled 1 1/2 teaspoons balsamic vinegar salt and ground black pepper to taste",Poulet De Provencal,https://www.allrecipes.com/recipe/223506/poulet-de-provencal/
"3 pounds whole pork tenderloins Kosher salt and fresh cracked pepper to taste 1 cup prepared olive tapenade 1/2 cup crumbled bleu cheese 3 tablespoons minced fresh thyme 4 tablespoons canola oil, divided 1/2 cup all-purpose flour 3 shallots, minced 1 cup dry white wine 4 teaspoons Dijon mustard 2 tablespoons honey 2 tablespoons lemon juice 6 tablespoons cold unsalted butter, cut into pieces",Pan Roasted Pork Tenderloin With A Blue Cheese And Olive Stuffing,https://www.allrecipes.com/recipe/132197/pan-roasted-pork-tenderloin-with-a-blue-cheese-and-olive-stuffing/
"1 medium potato, peeled and cubed 1/2 pound ground beef 1/2 pound ground pork 1/3 clove garlic, chopped 1/2 cup chopped onion 1/4 cup water 1/2 teaspoon mustard powder 1/2 teaspoon dried thyme 1/4 teaspoon ground cloves 1 teaspoon salt 1/4 teaspoon ground black pepper 1/4 teaspoon dried sage",Meat Pie,https://www.allrecipes.com/recipe/76296/meat-pie/
"3 zucchini, sliced into 1/4-inch rounds 3 tablespoons extra-virgin olive oil 2 teaspoons fine sea salt 1 tablespoon herbes de Provence 1/4 cup breadcrumbs 1/4 cup shredded Parmesan cheese 3 tablespoons extra-virgin olive oil",Baked Zucchini De Provence,https://www.allrecipes.com/recipe/176303/baked-zucchini-de-provence/
"2 tablespoons olive oil 1 shallot, chopped 1 clove garlic, minced 1/2 green bell pepper, diced 1/2 eggplant, cubed 1 tomato, seeded and diced 1 small zucchini, diced salt and pepper to taste 1 1/4 cups self-rising flour 3 eggs 1/3 cup milk 1/3 cup olive oil",French Veggie Loaf,https://www.allrecipes.com/recipe/223356/french-veggie-loaf/
2/3 cup rice wine vinegar 1/3 cup orange juice 2 tablespoons olive oil 2 tablespoons chopped fresh cilantro 1 tablespoon Dijon mustard 2 teaspoons minced garlic,Orange Citrus Vinaigrette,https://www.allrecipes.com/recipe/152168/orange-citrus-vinaigrette/
"1 tablespoon Dijon mustard 1 tablespoon red wine vinegar 1/2 tablespoon lemon juice 3 tablespoons extra-virgin olive oil, or as needed salt and pepper to taste 4 heads Belgian endive 1/3 cup pine nuts",Warm Belgian Endive And Pine Nut Salad,https://www.allrecipes.com/recipe/95767/warm-belgian-endive-and-pine-nut-salad/
"1/2 cup skim milk 2/3 cup water 1/4 cup butter, melted 2 tablespoons vanilla extract 1 cup all-purpose flour 1 tablespoon white sugar 1/4 teaspoon salt",Eggless Crepes,https://www.allrecipes.com/recipe/18100/eggless-crepes/
4 (8 ounce) filet mignon steaks Kosher salt and fresh cracked pepper to taste 2 tablespoons olive oil 3 tablespoons unsalted butter 2 tablespoons finely minced fresh ginger 1 tablespoon finely minced garlic 1/2 cup thinly sliced fresh shiitake mushrooms 1/2 teaspoon kosher salt 3 tablespoons sake 2 tablespoons mirin (Japanese sweet wine) 1/2 cup unsalted butter,Beef Tenderloin With Ginger Shiitake Brown Butter,https://www.allrecipes.com/recipe/132198/beef-tenderloin-with-ginger-shiitake-brown-butter/
"4 (4 ounce) boneless pork loin chops 1/2 teaspoon salt, or to taste 1/2 teaspoon pepper 3 tablespoons all-purpose flour 1/2 teaspoon salt 1/2 teaspoon ground black pepper 1/4 teaspoon freshly grated nutmeg 1 pinch ground allspice 1 tablespoon butter 1 tablespoon olive oil 1 cup apple cider 2 tablespoons cornstarch 1/2 cup chicken broth",Pork Loin Chops In Apple Cream,https://www.allrecipes.com/recipe/134291/pork-loin-chops-in-apple-cream/
"1 ripe pear - peeled, cored, and chopped 1/2 cup white wine 1 clove garlic, chopped 2 teaspoons Dijon mustard 1/4 cup white balsamic vinegar 1 teaspoon ground black pepper 1/4 teaspoon sea salt",Pear Vinaigrette,https://www.allrecipes.com/recipe/218334/pear-vinaigrette/
"4 ounces bacon, cut into 1 inch pieces 8 ounces smoked sausage, sliced 12 ounces boneless, skinless chicken thighs, cubed 1 onion, diced salt and pepper to taste 2 cups chicken broth, plus more if needed 2 (15 ounce) cans cannellini beans, drained and rinsed 1 1/2 teaspoons minced fresh rosemary 1 1/2 teaspoons minced fresh thyme cayenne pepper to taste 1/4 cup melted butter 1 cup bread crumbs",Chef Johns Quick Cassoulet,https://www.allrecipes.com/recipe/220322/chef-johns-quick-cassoulet/
"1 pound spicy ground sausage 1 tablespoon sausage drippings 1 green bell pepper, chopped 1/2 white onion, chopped 2 cloves garlic, minced 1 tablespoon olive oil 2 zucchini, halved lengthwise and sliced 3 yellow squash, halved lengthwise and sliced 1 (14.5 ounce) can diced tomatoes 1 tablespoon Italian seasoning salt and ground black pepper to taste",Braseltouille Meatatarian Ratatouille,https://www.allrecipes.com/recipe/222008/braseltouille-meatatarian-ratatouille/
"1/4 cup unsalted butter 6 large yellow onions, diced 3 tablespoons dry sherry 1 tablespoon sherry vinegar, or to taste 4 cups chicken broth 4 cups beef broth 3 sprigs fresh thyme salt and ground black pepper to taste 6 slices French bread 1/4 cup butter, melted 1 cup shredded extra-sharp Cheddar cheese",American French Onion Soup,https://www.allrecipes.com/recipe/223049/american-french-onion-soup/
3 tablespoons white sugar 1 cup heavy cream 3 egg yolks 1/4 teaspoon vanilla extract,Simple Creme Brulee Dessert,https://www.allrecipes.com/recipe/228515/simple-creme-brulee-dessert/
1 cup water 1/2 cup butter 1/4 teaspoon salt 1 cup all-purpose flour 4 eggs 1 cup heavy cream 1/4 cup confectioners' sugar 1 teaspoon rose water (optional) 1 cup heavy cream,Profiteroles,https://www.allrecipes.com/recipe/152076/profiteroles/
"2 tablespoons butter 1 pound sea scallops, rinsed and drained 1 small onion, finely chopped 1/2 pound mushrooms, thinly sliced 1 clove garlic, minced 2 medium tomatoes, peeled and chopped 1/4 cup dry white wine (optional) 2 tablespoons ketchup 1/2 teaspoon salt 1/2 teaspoon chopped dried tarragon 1/4 teaspoon dried rosemary 1 pinch white pepper 1/4 pound frozen, small, cooked shrimp 2 teaspoons white wine vinegar",Scallops Provencale,https://www.allrecipes.com/recipe/82486/scallops-provencale/
"16 ounces bittersweet chocolate, chopped 1 cup heavy cream",Ganache Ii,https://www.allrecipes.com/recipe/24975/ganache-ii/
"3 slices whole wheat bread 1 tablespoon butter, softened 2 cups sliced zucchini 1 large tomato, chopped 1 teaspoon dried oregano 2 tablespoons whole wheat flour 1 cup low-fat cottage cheese 2 eggs, beaten 3/4 cup nonfat plain yogurt",Bread Crust Zucchini Quiche,https://www.allrecipes.com/recipe/13927/bread-crust-zucchini-quiche/
"1/2 cup butter 2 skinless, boneless chicken breasts 1/4 cup lemon juice",Chicken Francese For One,https://www.allrecipes.com/recipe/16202/chicken-francese-for-one/
"6 skinless, boneless chicken breasts 1 (10.75 ounce) can condensed cream of chicken soup 1 (10.75 ounce) can condensed cream of celery soup 1/2 pound cubed ham steak 1 cup crushed saltine crackers",Creamy Cordon Bleu Bake,https://www.allrecipes.com/recipe/16603/creamy-cordon-bleu-bake/
3 recipes Basic Crepes 4 tablespoons butter 2 tablespoons finely chopped onion 4 tablespoons all-purpose flour 1 cup milk 3/4 cup chicken broth 1/4 cup dry white wine 1/4 teaspoon chopped dried tarragon 2 egg yolks 2 cups diced cooked chicken salt to taste,Chicken Or Turkey Crepes With Tarragon,https://www.allrecipes.com/recipe/81216/chicken-or-turkey-crepes-with-tarragon/
"1 tablespoon butter, melted 1 tablespoon white sugar 5 teaspoons butter, melted 5 teaspoons all-purpose flour 1/4 cup cold milk 2 egg yolks 1 teaspoon freshly grated orange zest 1 tablespoon brandy-based orange liqueur (such as Grand Marnier(R)) 1/8 teaspoon vanilla extract 2 egg whites",Grand Marnier Souffle,https://www.allrecipes.com/recipe/231353/grand-marnier-souffle/
1/4 cup white wine vinegar 1/4 cup dry white wine 1 tablespoon minced shallot 1/2 teaspoon dried tarragon 1/4 teaspoon salt 1/8 teaspoon ground black pepper 3 egg yolks,Matthews Bearnaise Sauce,https://www.allrecipes.com/recipe/143108/matthews-bearnaise-sauce/
"2 eggs 1/2 cup white sugar 5 tablespoons unsalted butter 3/4 cup all-purpose flour 1 teaspoon baking powder 1/4 teaspoon vanilla extract 1/2 lemon, juiced and zested",Lemon Madeleines,https://www.allrecipes.com/recipe/10914/lemon-madeleines/
"1/2 (17.5 ounce) package frozen puff pastry, thawed 1 tablespoon butter, melted 3 apple - peeled, cored, and chopped 3/8 cup all-purpose flour 3/8 cup chopped blanched almonds 1/2 cup white sugar 1/4 teaspoon ground cinnamon 3 tablespoons butter, chilled 1/4 teaspoon vanilla extract 3 egg yolks 3 tablespoons white sugar",Apple Crumble Tart,https://www.allrecipes.com/recipe/12419/apple-crumble-tart/
